"FOLIO","VIV_SEL","HOGAR","EST_DIS","UPM_DIS","P2_8","FAC_HOG","TLOC","REGION","P0_1","P0_2","P0_3","P0_4_1","P0_4_2","P1_1","P1_2"
1059,12,1,15,177,1,583,3,1,1,1,1,2,1,2,1
1060,13,1,15,177,1,583,3,1,2,3,1,1,1,1,1
1061,14,1,15,177,1,583,3,1,2,3,1,1,2,2,1
1062,15,1,15,177,2,583,3,1,2,3,1,1,1,7,1
1063,18,1,15,177,2,583,3,1,2,3,1,2,1,3,1
1064,19,1,15,177,4,583,3,1,2,3,1,1,1,7,1
1065,20,1,15,177,3,583,3,1,2,4,1,2,1,4,1
1066,3,1,16,178,1,1616,4,1,2,3,1,1,2,2,1
1067,4,1,16,178,4,1616,4,1,3,4,1,1,2,9,1
1068,5,1,16,178,4,1616,4,1,4,5,1,1,1,15,2
1068,5,2,16,178,4,1616,4,1,4,5,1,1,1,15,2
1069,6,1,16,178,2,1616,4,1,1,2,1,2,2,4,1
1070,8,1,16,178,1,1616,4,1,1,3,1,1,1,1,1
1071,9,1,16,178,1,1616,4,1,1,1,1,1,2,2,1
1072,10,1,16,178,2,1616,4,1,1,1,1,1,1,3,1
1073,11,1,16,178,2,1616,4,1,2,4,2,1,1,2,1
1074,13,1,16,178,7,1616,4,1,2,3,1,1,2,11,1
1075,15,1,16,178,5,1616,4,1,3,4,1,1,2,8,1
1076,16,1,16,178,1,1616,4,1,1,1,1,2,2,3,1
1077,17,1,16,178,0,1616,4,1,3,3,1,1,2,3,1
1078,18,1,16,178,3,1616,4,1,2,4,1,1,1,8,1
1079,19,1,16,178,1,1616,4,1,2,3,1,1,2,5,1
1080,20,1,16,178,2,1616,4,1,2,2,1,1,2,5,1
1081,21,1,16,178,1,1616,4,1,2,3,1,1,1,4,1
1082,1,1,16,179,1,1332,4,1,1,1,0,2,2,2,2
1082,1,2,16,179,1,1332,4,1,1,1,0,2,2,2,2
1083,2,1,16,179,1,1332,4,1,1,1,0,2,2,1,1
1084,3,1,16,179,2,1332,4,1,1,1,0,2,2,3,2
1084,3,2,16,179,1,1332,4,1,1,1,0,2,2,3,2
1085,4,1,16,179,2,1332,4,1,1,1,1,2,2,2,1
1086,5,1,16,179,1,1332,4,1,1,1,0,2,2,2,2
1086,5,2,16,179,1,1332,4,1,1,1,0,2,2,2,2
1087,6,1,16,179,1,1332,4,1,1,1,0,2,1,1,1
1088,7,1,16,179,1,1332,4,1,1,1,0,2,2,1,1
1089,8,1,16,179,1,1332,4,1,1,1,0,2,2,3,1
1090,9,1,16,179,1,1332,4,1,1,1,0,2,2,1,1
1091,10,1,16,179,1,1332,4,1,1,1,0,2,2,1,1
1092,11,1,16,179,1,1332,4,1,1,1,0,2,2,2,2
1092,11,2,16,179,1,1332,4,1,1,1,0,2,2,2,2
1093,12,1,16,179,1,1332,4,1,1,1,0,2,2,1,1
1094,13,1,16,179,1,1332,4,1,1,1,0,2,2,1,1
1095,14,1,16,179,1,1332,4,1,1,1,0,2,2,1,1
1096,15,1,16,179,2,1332,4,1,1,1,0,2,2,2,1
1097,16,1,16,179,2,1332,4,1,1,1,0,2,2,2,1
1098,17,1,16,179,2,1332,4,1,1,1,0,2,2,3,1
1099,18,1,16,179,2,1332,4,1,1,1,0,2,2,5,1
1100,19,1,16,179,1,1332,4,1,1,1,0,2,2,2,1
1101,20,1,16,179,2,1332,4,1,1,1,0,2,2,4,1
1102,16,1,16,180,1,2245,4,1,1,1,1,2,2,3,1
1103,17,1,16,180,2,2245,4,1,2,2,1,2,2,4,1
1104,18,1,16,180,1,2245,4,1,1,1,1,2,2,1,1
1105,19,1,16,180,1,2245,4,1,1,2,1,2,2,5,1
1106,20,1,16,180,1,2245,4,1,1,1,1,2,1,3,1
1107,2,1,24,181,1,513,1,6,1,2,1,1,1,1,1
1108,4,1,24,181,2,513,1,6,3,5,1,2,1,4,1
1109,5,1,24,181,2,513,1,6,2,2,2,1,1,3,1
1110,1,1,23,182,1,802,1,6,2,4,2,2,2,2,2
1110,1,2,23,182,1,802,1,6,2,4,2,2,2,2,2
1111,2,1,23,182,2,802,1,6,2,2,1,2,1,3,1
1112,3,1,23,182,0,802,1,6,1,5,1,2,2,1,1
1113,4,1,23,182,1,802,1,6,2,5,1,2,1,4,1
1114,5,1,23,182,2,802,1,6,2,2,0,2,1,4,1
1115,1,1,23,183,1,771,1,6,3,6,1,1,1,4,1
1116,2,1,23,183,1,771,1,6,2,4,1,1,1,4,1
1117,3,1,23,183,1,771,1,6,3,5,3,2,1,5,1
1118,4,1,23,183,2,771,1,6,3,5,2,1,1,6,1
1119,5,1,23,183,2,771,1,6,2,4,1,2,1,3,1
1120,1,1,23,184,3,772,1,6,2,3,1,1,1,6,1
1121,2,1,23,184,4,772,1,6,4,6,2,2,1,8,1
1122,3,1,23,184,2,772,1,6,2,2,1,2,2,4,1
1123,4,1,23,184,2,772,1,6,4,7,0,2,1,2,1
1124,5,1,23,184,3,772,1,6,2,2,1,2,1,7,1
1125,1,1,24,185,1,601,1,6,1,2,1,2,1,3,1
1126,2,1,24,185,3,601,1,6,2,6,2,1,1,6,1
1127,3,1,24,185,0,601,1,6,3,4,1,2,2,2,1
1128,4,1,24,185,2,601,1,6,1,2,1,1,1,4,1
