"VIV_SEL","HOGAR","N_REN","TLOC","SEXO","EDAD","EST_DIS","UPM_DIS","UPM","FACTOR"
5,1,2,1,2,23,3,458,1800420,4705
1,1,1,1,2,42,4,459,1800563,6120
1,1,2,1,1,42,4,459,1800563,6120
1,1,3,1,1,19,4,459,1800563,6120
1,1,4,1,2,14,4,459,1800563,6120
1,1,5,1,2,7,4,459,1800563,6120
2,1,1,1,1,29,4,459,1800563,6120
2,2,1,1,1,32,4,459,1800563,6120
2,2,2,1,2,27,4,459,1800563,6120
2,2,3,1,1,11,4,459,1800563,6120
2,2,4,1,2,9,4,459,1800563,6120
2,2,5,1,1,1,4,459,1800563,6120
3,1,1,1,1,74,4,459,1800563,6120
3,1,2,1,2,45,4,459,1800563,6120
3,1,3,1,2,20,4,459,1800563,6120
3,1,4,1,2,15,4,459,1800563,6120
3,1,5,1,2,11,4,459,1800563,6120
4,1,1,1,2,50,4,459,1800563,6120
4,1,2,1,1,2,4,459,1800563,6120
4,1,3,1,2,20,4,459,1800563,6120
5,1,1,1,2,54,4,459,1800563,6120
5,1,2,1,2,26,4,459,1800563,6120
5,1,3,1,1,21,4,459,1800563,6120
5,1,4,1,2,89,4,459,1800563,6120
1,1,1,1,1,55,3,460,1800709,5321
1,1,2,1,2,53,3,460,1800709,5321
1,1,3,1,1,24,3,460,1800709,5321
1,1,4,1,2,22,3,460,1800709,5321
2,1,1,1,1,54,3,460,1800709,5321
3,1,1,1,1,34,3,460,1800709,5321
3,1,2,1,2,36,3,460,1800709,5321
3,1,3,1,2,11,3,460,1800709,5321
3,1,4,1,1,6,3,460,1800709,5321
4,1,1,1,1,41,3,460,1800709,5321
4,1,2,1,2,45,3,460,1800709,5321
4,1,3,1,2,38,3,460,1800709,5321
4,1,4,1,2,11,3,460,1800709,5321
4,1,5,1,1,6,3,460,1800709,5321
4,1,6,1,2,71,3,460,1800709,5321
5,1,1,1,1,38,3,460,1800709,5321
5,1,2,1,2,36,3,460,1800709,5321
5,1,3,1,2,14,3,460,1800709,5321
5,1,4,1,1,10,3,460,1800709,5321
1,1,1,1,1,51,3,461,1800712,5829
1,1,2,1,1,33,3,461,1800712,5829
1,1,3,1,2,54,3,461,1800712,5829
2,1,1,1,1,61,3,461,1800712,5829
2,1,2,1,2,56,3,461,1800712,5829
2,1,3,1,1,8,3,461,1800712,5829
3,1,1,1,1,23,3,461,1800712,5829
3,1,2,1,2,26,3,461,1800712,5829
3,1,3,1,2,9,3,461,1800712,5829
3,1,4,1,1,4,3,461,1800712,5829
3,1,5,1,1,8,3,461,1800712,5829
4,1,1,1,1,48,3,461,1800712,5829
4,1,2,1,2,39,3,461,1800712,5829
4,1,3,1,1,22,3,461,1800712,5829
4,1,4,1,1,5,3,461,1800712,5829
4,1,5,1,1,18,3,461,1800712,5829
5,1,1,1,1,43,3,461,1800712,5829
5,1,2,1,2,38,3,461,1800712,5829
5,1,3,1,2,28,3,461,1800712,5829
5,1,4,1,2,21,3,461,1800712,5829
5,1,5,1,2,20,3,461,1800712,5829
5,1,6,1,1,16,3,461,1800712,5829
5,1,7,1,2,8,3,461,1800712,5829
5,1,8,1,2,6,3,461,1800712,5829
5,1,9,1,1,6,3,461,1800712,5829
1,1,1,1,1,65,3,462,1800718,5636
1,1,2,1,2,56,3,462,1800718,5636
2,1,1,1,1,24,3,462,1800718,5636
2,1,2,1,2,25,3,462,1800718,5636
2,1,3,1,1,7,3,462,1800718,5636
3,1,1,1,1,46,3,462,1800718,5636
3,1,2,1,2,43,3,462,1800718,5636
3,1,3,1,1,18,3,462,1800718,5636
3,1,4,1,1,14,3,462,1800718,5636
3,1,5,1,2,4,3,462,1800718,5636
3,1,6,1,2,17,3,462,1800718,5636
4,1,1,1,2,72,3,462,1800718,5636
4,1,2,1,2,47,3,462,1800718,5636
4,1,3,1,2,16,3,462,1800718,5636
4,1,4,1,2,15,3,462,1800718,5636
5,1,1,1,1,45,3,462,1800718,5636
5,1,2,1,2,46,3,462,1800718,5636
5,1,3,1,1,22,3,462,1800718,5636
5,1,4,1,2,14,3,462,1800718,5636
5,1,5,1,2,10,3,462,1800718,5636
1,1,1,1,2,50,3,463,1800719,5561
2,1,1,1,1,30,3,463,1800719,5561
2,1,2,1,2,25,3,463,1800719,5561
2,1,3,1,1,9,3,463,1800719,5561
2,1,4,1,1,4,3,463,1800719,5561
3,1,2,1,2,45,3,463,1800719,5561
3,1,3,1,2,27,3,463,1800719,5561
3,1,4,1,2,12,3,463,1800719,5561
4,1,1,1,2,19,3,463,1800719,5561
4,1,2,1,1,19,3,463,1800719,5561
1,1,1,1,2,36,4,464,1800913,9863
1,1,2,1,1,52,4,464,1800913,9863
1,1,3,1,1,12,4,464,1800913,9863
1,1,4,1,2,6,4,464,1800913,9863
1,1,5,1,2,4,4,464,1800913,9863
2,1,1,1,1,45,4,464,1800913,9863
2,1,2,1,2,43,4,464,1800913,9863
2,1,3,1,1,6,4,464,1800913,9863
2,1,4,1,1,7,4,464,1800913,9863
3,1,1,1,1,41,4,464,1800913,9863
3,1,2,1,2,38,4,464,1800913,9863
3,1,3,1,2,15,4,464,1800913,9863
3,1,4,1,1,9,4,464,1800913,9863
5,1,1,1,1,35,4,464,1800913,9863
5,1,2,1,2,35,4,464,1800913,9863
5,1,3,1,2,12,4,464,1800913,9863
5,1,4,1,1,4,4,464,1800913,9863
1,1,1,1,1,37,2,465,1800918,4683
1,1,2,1,2,30,2,465,1800918,4683
1,1,3,1,1,9,2,465,1800918,4683
1,1,4,1,2,8,2,465,1800918,4683
2,1,1,1,2,24,2,465,1800918,4683
2,1,2,1,1,34,2,465,1800918,4683
2,1,3,1,1,1,2,465,1800918,4683
2,1,4,1,1,7,2,465,1800918,4683
3,1,1,1,1,43,2,465,1800918,4683
3,1,2,1,2,42,2,465,1800918,4683
3,1,3,1,1,19,2,465,1800918,4683
3,1,4,1,1,13,2,465,1800918,4683
5,1,1,1,1,27,2,465,1800918,4683
5,1,2,1,2,26,2,465,1800918,4683
5,1,3,1,1,5,2,465,1800918,4683
5,1,4,1,1,1,2,465,1800918,4683
1,1,1,1,2,40,2,466,1800938,5592
1,1,2,1,1,19,2,466,1800938,5592
1,1,3,1,1,18,2,466,1800938,5592
1,1,4,1,2,8,2,466,1800938,5592
1,1,5,1,1,6,2,466,1800938,5592
2,1,1,1,2,46,2,466,1800938,5592
2,1,2,1,2,34,2,466,1800938,5592
3,1,1,1,1,36,2,466,1800938,5592
3,1,2,1,2,37,2,466,1800938,5592
3,1,3,1,1,5,2,466,1800938,5592
5,1,1,1,1,31,2,466,1800938,5592
1,1,1,1,1,37,2,467,1800954,4731
1,1,2,1,2,36,2,467,1800954,4731
1,1,3,1,2,11,2,467,1800954,4731
1,1,4,1,2,7,2,467,1800954,4731
1,1,5,1,1,78,2,467,1800954,4731
3,1,1,1,1,33,2,467,1800954,4731
3,1,2,1,1,20,2,467,1800954,4731
4,1,1,1,1,39,2,467,1800954,4731
4,1,2,1,2,35,2,467,1800954,4731
4,1,3,1,2,17,2,467,1800954,4731
4,1,4,1,2,8,2,467,1800954,4731
4,1,5,1,2,8,2,467,1800954,4731
4,1,6,1,1,2,2,467,1800954,4731
5,1,1,1,2,43,2,467,1800954,4731
5,1,2,1,1,19,2,467,1800954,4731
5,1,3,1,1,14,2,467,1800954,4731
5,1,4,1,1,10,2,467,1800954,4731
5,1,5,1,2,9,2,467,1800954,4731
5,1,6,1,2,4,2,467,1800954,4731
5,1,7,1,1,0,2,467,1800954,4731
5,1,8,1,2,65,2,467,1800954,4731
1,1,1,1,1,45,2,468,1801011,4621
1,1,2,1,2,39,2,468,1801011,4621
1,1,3,1,1,17,2,468,1801011,4621
1,1,4,1,1,10,2,468,1801011,4621
1,1,5,1,2,7,2,468,1801011,4621
2,1,1,1,1,41,2,468,1801011,4621
2,1,2,1,2,43,2,468,1801011,4621
2,1,3,1,1,16,2,468,1801011,4621
2,1,4,1,1,12,2,468,1801011,4621
2,1,5,1,2,2,2,468,1801011,4621
3,1,1,1,1,49,2,468,1801011,4621
3,1,2,1,2,42,2,468,1801011,4621
3,1,3,1,1,18,2,468,1801011,4621
3,1,4,1,2,15,2,468,1801011,4621
3,1,5,1,1,12,2,468,1801011,4621
4,1,1,1,1,43,2,468,1801011,4621
4,1,2,1,2,43,2,468,1801011,4621
4,1,3,1,2,11,2,468,1801011,4621
4,1,4,1,2,7,2,468,1801011,4621
4,1,5,1,1,0,2,468,1801011,4621
5,1,1,1,1,28,2,468,1801011,4621
5,1,2,1,2,38,2,468,1801011,4621
5,1,3,1,1,12,2,468,1801011,4621
1,1,1,2,1,71,5,469,1801034,4397
1,1,2,2,2,74,5,469,1801034,4397
1,1,3,2,2,24,5,469,1801034,4397
1,1,4,2,2,16,5,469,1801034,4397
1,1,5,2,2,6,5,469,1801034,4397
1,1,6,2,2,6,5,469,1801034,4397
1,1,7,2,1,1,5,469,1801034,4397
3,1,1,2,1,52,5,469,1801034,4397
3,1,2,2,2,51,5,469,1801034,4397
4,1,1,2,1,40,5,469,1801034,4397
4,1,2,2,2,43,5,469,1801034,4397
4,1,3,2,2,17,5,469,1801034,4397
4,1,4,2,2,17,5,469,1801034,4397
5,1,1,2,1,67,5,469,1801034,4397
5,1,2,2,2,65,5,469,1801034,4397
6,1,1,2,2,24,5,469,1801034,4397
6,1,2,2,1,21,5,469,1801034,4397
6,1,3,2,1,22,5,469,1801034,4397
6,1,4,2,2,18,5,469,1801034,4397
7,1,1,2,1,65,5,469,1801034,4397
9,1,1,2,2,58,5,469,1801034,4397
9,1,2,2,1,59,5,469,1801034,4397
9,1,3,2,2,26,5,469,1801034,4397
9,1,4,2,1,17,5,469,1801034,4397
9,1,5,2,2,19,5,469,1801034,4397
9,1,6,2,1,2,5,469,1801034,4397
9,1,7,2,1,42,5,469,1801034,4397
10,1,1,2,2,57,5,469,1801034,4397
10,1,2,2,1,84,5,469,1801034,4397
10,1,3,2,2,16,5,469,1801034,4397
10,1,4,2,1,31,5,469,1801034,4397
11,1,1,2,2,72,5,469,1801034,4397
11,1,2,2,1,42,5,469,1801034,4397
12,1,1,2,1,32,5,469,1801034,4397
12,1,2,2,2,28,5,469,1801034,4397
12,1,3,2,1,2,5,469,1801034,4397
12,1,4,2,1,0,5,469,1801034,4397
13,1,1,2,1,33,5,469,1801034,4397
13,1,2,2,2,34,5,469,1801034,4397
13,1,3,2,2,14,5,469,1801034,4397
13,1,4,2,2,8,5,469,1801034,4397
13,1,5,2,1,6,5,469,1801034,4397
14,1,1,2,1,31,5,469,1801034,4397
14,1,2,2,2,24,5,469,1801034,4397
14,1,3,2,1,7,5,469,1801034,4397
15,1,1,2,1,58,5,469,1801034,4397
15,1,2,2,2,62,5,469,1801034,4397
15,1,3,2,2,24,5,469,1801034,4397
17,1,1,2,1,32,5,469,1801034,4397
17,1,2,2,2,31,5,469,1801034,4397
17,1,3,2,2,10,5,469,1801034,4397
17,1,4,2,1,7,5,469,1801034,4397
18,1,1,2,2,23,5,469,1801034,4397
19,1,1,2,2,43,5,469,1801034,4397
19,1,2,2,1,28,5,469,1801034,4397
19,1,3,2,1,18,5,469,1801034,4397
20,1,1,2,1,37,5,469,1801034,4397
20,1,2,2,2,37,5,469,1801034,4397
20,1,3,2,2,17,5,469,1801034,4397
20,1,4,2,1,15,5,469,1801034,4397
20,1,5,2,2,10,5,469,1801034,4397
1,1,1,2,1,30,6,470,1801039,9790
1,1,2,2,2,27,6,470,1801039,9790
1,1,3,2,2,2,6,470,1801039,9790
2,1,1,2,2,58,6,470,1801039,9790
2,1,2,2,2,63,6,470,1801039,9790
2,1,3,2,1,27,6,470,1801039,9790
2,1,4,2,2,26,6,470,1801039,9790
2,1,5,2,1,4,6,470,1801039,9790
3,1,1,2,2,42,6,470,1801039,9790
3,1,2,2,2,23,6,470,1801039,9790
3,1,3,2,2,20,6,470,1801039,9790
3,1,4,2,2,16,6,470,1801039,9790
3,1,5,2,2,14,6,470,1801039,9790
3,1,6,2,1,0,6,470,1801039,9790
4,1,1,2,1,63,6,470,1801039,9790
4,1,2,2,1,25,6,470,1801039,9790
5,1,1,2,1,56,6,470,1801039,9790
5,1,2,2,2,56,6,470,1801039,9790
5,1,3,2,1,25,6,470,1801039,9790
5,1,4,2,2,25,6,470,1801039,9790
5,1,5,2,1,1,6,470,1801039,9790
6,1,1,2,1,22,6,470,1801039,9790
6,1,2,2,2,19,6,470,1801039,9790
6,1,3,2,2,0,6,470,1801039,9790
7,1,1,2,1,32,6,470,1801039,9790
7,1,2,2,2,36,6,470,1801039,9790
7,1,3,2,2,13,6,470,1801039,9790
7,1,4,2,2,8,6,470,1801039,9790
7,1,5,2,2,0,6,470,1801039,9790
8,1,1,2,1,66,6,470,1801039,9790
8,1,2,2,1,25,6,470,1801039,9790
9,1,1,2,2,64,6,470,1801039,9790
9,1,2,2,2,33,6,470,1801039,9790
9,1,3,2,1,18,6,470,1801039,9790
9,1,4,2,1,17,6,470,1801039,9790
10,1,1,2,2,45,6,470,1801039,9790
10,1,2,2,1,30,6,470,1801039,9790
10,1,3,2,1,28,6,470,1801039,9790
10,1,4,2,2,12,6,470,1801039,9790
10,1,5,2,2,3,6,470,1801039,9790
11,1,1,2,1,39,6,470,1801039,9790
11,1,2,2,2,39,6,470,1801039,9790
11,1,3,2,1,15,6,470,1801039,9790
11,1,4,2,1,18,6,470,1801039,9790
11,1,5,2,2,22,6,470,1801039,9790
11,1,6,2,1,2,6,470,1801039,9790
11,1,7,2,1,1,6,470,1801039,9790
12,1,1,2,1,35,6,470,1801039,9790
13,1,1,2,1,68,6,470,1801039,9790
13,1,2,2,2,68,6,470,1801039,9790
13,1,3,2,1,35,6,470,1801039,9790
13,1,4,2,2,38,6,470,1801039,9790
13,1,5,2,1,11,6,470,1801039,9790
13,1,6,2,1,5,6,470,1801039,9790
13,1,7,2,2,4,6,470,1801039,9790
16,1,1,2,1,26,6,470,1801039,9790
16,1,2,2,2,26,6,470,1801039,9790
16,1,3,2,2,7,6,470,1801039,9790
16,1,4,2,1,3,6,470,1801039,9790
16,1,5,2,2,2,6,470,1801039,9790
16,1,6,2,2,0,6,470,1801039,9790
17,1,1,2,1,26,6,470,1801039,9790
17,1,2,2,2,45,6,470,1801039,9790
17,1,3,2,2,20,6,470,1801039,9790
18,1,1,2,1,60,6,470,1801039,9790
18,1,2,2,2,58,6,470,1801039,9790
18,1,3,2,1,34,6,470,1801039,9790
18,1,4,2,2,31,6,470,1801039,9790
18,1,5,2,1,10,6,470,1801039,9790
18,1,6,2,1,6,6,470,1801039,9790
18,1,7,2,1,2,6,470,1801039,9790
19,1,1,2,2,62,6,470,1801039,9790
19,1,2,2,2,31,6,470,1801039,9790
19,1,3,2,2,16,6,470,1801039,9790
20,1,1,2,1,56,6,470,1801039,9790
20,1,2,2,2,53,6,470,1801039,9790
20,1,3,2,1,28,6,470,1801039,9790
20,1,4,2,2,25,6,470,1801039,9790
20,1,5,2,2,1,6,470,1801039,9790
1,1,1,2,1,48,5,471,1801288,4026
1,1,2,2,2,47,5,471,1801288,4026
1,1,3,2,2,11,5,471,1801288,4026
3,1,1,2,1,37,5,471,1801288,4026
3,1,2,2,2,37,5,471,1801288,4026
3,1,3,2,1,9,5,471,1801288,4026
3,1,4,2,2,4,5,471,1801288,4026
6,1,1,2,1,40,5,471,1801288,4026
6,1,2,2,2,38,5,471,1801288,4026
6,1,3,2,1,16,5,471,1801288,4026
6,1,4,2,2,9,5,471,1801288,4026
7,1,1,2,1,55,5,471,1801288,4026
7,1,2,2,2,57,5,471,1801288,4026
8,1,1,2,2,50,5,471,1801288,4026
8,1,2,2,2,18,5,471,1801288,4026
8,1,3,2,2,36,5,471,1801288,4026
8,1,4,2,2,15,5,471,1801288,4026
9,1,1,2,1,52,5,471,1801288,4026
9,1,2,2,2,44,5,471,1801288,4026
9,1,3,2,2,17,5,471,1801288,4026
9,1,4,2,1,13,5,471,1801288,4026
10,1,1,2,1,81,5,471,1801288,4026
10,1,2,2,2,71,5,471,1801288,4026
10,1,3,2,2,50,5,471,1801288,4026
11,1,1,2,1,85,5,471,1801288,4026
11,1,2,2,2,65,5,471,1801288,4026
11,1,3,2,2,37,5,471,1801288,4026
11,1,4,2,2,16,5,471,1801288,4026
11,1,5,2,2,7,5,471,1801288,4026
11,1,6,2,1,6,5,471,1801288,4026
12,1,1,2,2,51,5,471,1801288,4026
12,1,2,2,2,9,5,471,1801288,4026
13,1,1,2,1,35,5,471,1801288,4026
13,1,2,2,2,35,5,471,1801288,4026
13,1,3,2,2,8,5,471,1801288,4026
14,1,1,2,2,64,5,471,1801288,4026
14,1,2,2,1,38,5,471,1801288,4026
15,1,1,2,1,58,5,471,1801288,4026
15,1,2,2,2,45,5,471,1801288,4026
15,1,3,2,2,21,5,471,1801288,4026
15,1,4,2,1,20,5,471,1801288,4026
15,1,5,2,2,18,5,471,1801288,4026
16,1,1,2,2,24,5,471,1801288,4026
18,1,1,2,2,77,5,471,1801288,4026
18,1,2,2,1,56,5,471,1801288,4026
20,1,1,2,1,56,5,471,1801288,4026
20,1,2,2,2,54,5,471,1801288,4026
20,1,3,2,1,18,5,471,1801288,4026
20,1,4,2,1,12,5,471,1801288,4026
20,1,5,2,1,8,5,471,1801288,4026
1,1,1,3,2,67,9,472,1801421,3870
1,1,2,3,1,37,9,472,1801421,3870
1,1,3,3,2,32,9,472,1801421,3870
1,1,4,3,2,42,9,472,1801421,3870
1,1,5,3,2,16,9,472,1801421,3870
1,1,6,3,2,19,9,472,1801421,3870
1,1,7,3,2,12,9,472,1801421,3870
2,1,1,3,2,49,9,472,1801421,3870
2,1,2,3,2,22,9,472,1801421,3870
2,1,3,3,2,5,9,472,1801421,3870
2,1,4,3,1,3,9,472,1801421,3870
3,1,1,3,1,29,9,472,1801421,3870
3,1,2,3,2,23,9,472,1801421,3870
3,1,3,3,1,3,9,472,1801421,3870
4,1,1,3,2,63,9,472,1801421,3870
4,1,2,3,1,69,9,472,1801421,3870
5,1,1,3,2,35,9,472,1801421,3870
5,1,2,3,2,26,9,472,1801421,3870
5,1,3,3,2,5,9,472,1801421,3870
6,1,1,3,1,48,9,472,1801421,3870
6,1,2,3,2,47,9,472,1801421,3870
6,1,3,3,1,30,9,472,1801421,3870
6,1,4,3,2,19,9,472,1801421,3870
6,1,5,3,2,16,9,472,1801421,3870
7,1,1,3,2,61,9,472,1801421,3870
7,1,2,3,1,25,9,472,1801421,3870
7,1,3,3,2,23,9,472,1801421,3870
7,1,4,3,2,10,9,472,1801421,3870
7,1,5,3,1,1,9,472,1801421,3870
8,1,1,3,2,53,9,472,1801421,3870
9,1,1,3,1,27,9,472,1801421,3870
9,1,2,3,2,33,9,472,1801421,3870
9,1,3,3,2,9,9,472,1801421,3870
9,1,4,3,1,5,9,472,1801421,3870
10,1,1,3,1,46,9,472,1801421,3870
10,1,2,3,2,45,9,472,1801421,3870
10,1,3,3,1,21,9,472,1801421,3870
10,1,4,3,1,18,9,472,1801421,3870
10,1,5,3,2,13,9,472,1801421,3870
11,1,1,3,1,68,9,472,1801421,3870
11,1,2,3,2,66,9,472,1801421,3870
12,1,1,3,1,48,9,472,1801421,3870
12,1,2,3,2,45,9,472,1801421,3870
12,1,3,3,1,16,9,472,1801421,3870
13,1,1,3,1,50,9,472,1801421,3870
13,1,2,3,2,41,9,472,1801421,3870
13,1,3,3,1,17,9,472,1801421,3870
13,1,4,3,1,6,9,472,1801421,3870
14,1,1,3,1,62,9,472,1801421,3870
14,1,2,3,2,58,9,472,1801421,3870
15,1,1,3,2,76,9,472,1801421,3870
15,1,2,3,2,54,9,472,1801421,3870
15,1,3,3,1,20,9,472,1801421,3870
16,1,1,3,1,41,9,472,1801421,3870
16,1,2,3,2,28,9,472,1801421,3870
16,1,3,3,1,47,9,472,1801421,3870
16,1,4,3,2,11,9,472,1801421,3870
16,1,5,3,1,8,9,472,1801421,3870
16,1,6,3,2,4,9,472,1801421,3870
17,1,1,3,1,43,9,472,1801421,3870
17,1,2,3,2,46,9,472,1801421,3870
18,1,1,3,1,65,9,472,1801421,3870
19,1,1,3,1,53,9,472,1801421,3870
19,1,2,3,2,53,9,472,1801421,3870
20,1,1,3,1,79,9,472,1801421,3870
20,1,2,3,2,65,9,472,1801421,3870
20,1,3,3,2,21,9,472,1801421,3870
20,1,4,3,1,5,9,472,1801421,3870
20,1,5,3,1,24,9,472,1801421,3870
1,1,1,4,2,47,12,473,1860119,4022
1,1,2,4,1,50,12,473,1860119,4022
1,1,3,4,1,16,12,473,1860119,4022
2,1,1,4,2,26,12,473,1860119,4022
2,1,2,4,1,27,12,473,1860119,4022
2,1,3,4,2,3,12,473,1860119,4022
2,1,4,4,2,0,12,473,1860119,4022
4,1,1,4,2,73,12,473,1860119,4022
4,1,2,4,1,39,12,473,1860119,4022
4,1,3,4,1,8,12,473,1860119,4022
5,1,1,4,2,47,12,473,1860119,4022
5,1,2,4,2,29,12,473,1860119,4022
5,1,3,4,2,15,12,473,1860119,4022
6,1,1,4,2,27,12,473,1860119,4022
6,1,2,4,1,30,12,473,1860119,4022
6,1,3,4,1,8,12,473,1860119,4022
6,1,4,4,2,9,12,473,1860119,4022
6,1,5,4,2,0,12,473,1860119,4022
7,1,1,4,2,84,12,473,1860119,4022
7,1,2,4,1,56,12,473,1860119,4022
7,1,3,4,2,22,12,473,1860119,4022
7,1,4,4,1,3,12,473,1860119,4022
8,1,1,4,1,57,12,473,1860119,4022
8,1,2,4,2,48,12,473,1860119,4022
9,1,1,4,1,48,12,473,1860119,4022
9,1,2,4,2,38,12,473,1860119,4022
9,1,3,4,2,8,12,473,1860119,4022
9,1,4,4,1,6,12,473,1860119,4022
11,1,1,4,1,40,12,473,1860119,4022
11,1,2,4,2,28,12,473,1860119,4022
11,1,3,4,2,8,12,473,1860119,4022
11,1,4,4,2,7,12,473,1860119,4022
12,1,1,4,1,28,12,473,1860119,4022
12,1,2,4,2,31,12,473,1860119,4022
12,1,3,4,1,7,12,473,1860119,4022
12,1,4,4,2,8,12,473,1860119,4022
13,1,1,4,1,54,12,473,1860119,4022
13,1,2,4,2,51,12,473,1860119,4022
13,1,3,4,2,14,12,473,1860119,4022
14,1,1,4,1,43,12,473,1860119,4022
14,1,2,4,2,43,12,473,1860119,4022
14,1,3,4,2,14,12,473,1860119,4022
14,1,4,4,2,4,12,473,1860119,4022
15,1,1,4,2,32,12,473,1860119,4022
15,1,2,4,2,16,12,473,1860119,4022
16,1,1,4,2,57,12,473,1860119,4022
16,1,2,4,1,60,12,473,1860119,4022
17,1,1,4,1,47,12,473,1860119,4022
17,1,2,4,2,43,12,473,1860119,4022
17,1,4,4,2,15,12,473,1860119,4022
17,1,5,4,2,2,12,473,1860119,4022
19,1,1,4,1,45,12,473,1860119,4022
19,1,2,4,2,44,12,473,1860119,4022
19,1,3,4,1,13,12,473,1860119,4022
1,1,1,4,1,51,11,474,1860400,4043
1,1,2,4,2,46,11,474,1860400,4043
2,1,1,4,1,45,11,474,1860400,4043
2,1,2,4,2,41,11,474,1860400,4043
2,1,3,4,1,23,11,474,1860400,4043
2,1,4,4,1,21,11,474,1860400,4043
2,1,5,4,1,19,11,474,1860400,4043
2,1,6,4,2,17,11,474,1860400,4043
2,1,7,4,1,13,11,474,1860400,4043
2,1,8,4,2,4,11,474,1860400,4043
3,1,1,4,2,46,11,474,1860400,4043
3,1,2,4,2,18,11,474,1860400,4043
3,1,3,4,1,11,11,474,1860400,4043
3,1,4,4,2,9,11,474,1860400,4043
3,1,5,4,2,7,11,474,1860400,4043
3,1,6,4,1,5,11,474,1860400,4043
3,1,7,4,2,3,11,474,1860400,4043
4,1,1,4,1,29,11,474,1860400,4043
4,1,2,4,2,26,11,474,1860400,4043
4,1,3,4,1,8,11,474,1860400,4043
4,1,4,4,2,5,11,474,1860400,4043
5,1,1,4,1,58,11,474,1860400,4043
5,1,2,4,2,54,11,474,1860400,4043
5,1,3,4,2,27,11,474,1860400,4043
5,1,4,4,2,7,11,474,1860400,4043
6,1,1,4,1,26,11,474,1860400,4043
6,1,2,4,2,27,11,474,1860400,4043
6,1,3,4,1,2,11,474,1860400,4043
6,1,4,4,1,4,11,474,1860400,4043
7,1,1,4,1,62,11,474,1860400,4043
7,1,2,4,2,56,11,474,1860400,4043
7,1,3,4,2,5,11,474,1860400,4043
8,1,1,4,1,38,11,474,1860400,4043
8,1,2,4,2,35,11,474,1860400,4043
8,1,3,4,2,11,11,474,1860400,4043
8,1,4,4,1,8,11,474,1860400,4043
9,1,1,4,2,45,11,474,1860400,4043
9,1,2,4,1,22,11,474,1860400,4043
9,1,3,4,1,23,11,474,1860400,4043
9,1,4,4,1,16,11,474,1860400,4043
9,1,5,4,2,14,11,474,1860400,4043
9,1,6,4,2,6,11,474,1860400,4043
10,1,1,4,1,72,11,474,1860400,4043
10,1,2,4,2,66,11,474,1860400,4043
11,1,1,4,2,80,11,474,1860400,4043
11,1,2,4,1,46,11,474,1860400,4043
12,1,1,4,1,55,11,474,1860400,4043
12,1,2,4,2,50,11,474,1860400,4043
12,1,3,4,1,15,11,474,1860400,4043
13,1,1,4,1,36,11,474,1860400,4043
13,1,2,4,2,35,11,474,1860400,4043
13,1,3,4,1,17,11,474,1860400,4043
13,1,4,4,2,5,11,474,1860400,4043
14,1,1,4,1,62,11,474,1860400,4043
14,1,2,4,2,60,11,474,1860400,4043
15,1,1,4,1,29,11,474,1860400,4043
15,1,2,4,2,27,11,474,1860400,4043
15,1,3,4,2,4,11,474,1860400,4043
15,1,4,4,2,10,11,474,1860400,4043
16,1,1,4,1,50,11,474,1860400,4043
16,1,2,4,2,35,11,474,1860400,4043
16,1,3,4,1,16,11,474,1860400,4043
16,1,4,4,2,10,11,474,1860400,4043
17,1,1,4,1,30,11,474,1860400,4043
17,1,2,4,2,25,11,474,1860400,4043
17,1,3,4,1,6,11,474,1860400,4043
17,1,4,4,1,1,11,474,1860400,4043
18,1,1,4,1,51,11,474,1860400,4043
18,1,2,4,2,50,11,474,1860400,4043
18,1,3,4,1,23,11,474,1860400,4043
19,1,1,4,1,51,11,474,1860400,4043
19,1,2,4,2,49,11,474,1860400,4043
19,1,3,4,2,18,11,474,1860400,4043
20,1,1,4,1,35,11,474,1860400,4043
20,1,2,4,2,25,11,474,1860400,4043
20,1,3,4,1,1,11,474,1860400,4043
1,1,1,1,1,28,2,475,1900149,5711
1,1,2,1,2,34,2,475,1900149,5711
1,1,3,1,2,4,2,475,1900149,5711
2,1,1,1,1,26,2,475,1900149,5711
2,1,2,1,2,28,2,475,1900149,5711
2,1,3,1,1,9,2,475,1900149,5711
2,1,4,1,2,1,2,475,1900149,5711
2,1,5,1,1,8,2,475,1900149,5711
2,1,6,1,2,0,2,475,1900149,5711
3,1,1,1,1,25,2,475,1900149,5711
3,1,2,1,2,24,2,475,1900149,5711
3,1,3,1,2,4,2,475,1900149,5711
3,1,4,1,2,1,2,475,1900149,5711
3,1,5,1,2,0,2,475,1900149,5711
4,1,1,1,1,25,2,475,1900149,5711
4,1,2,1,2,24,2,475,1900149,5711
4,1,3,1,1,1,2,475,1900149,5711
5,1,1,1,1,31,2,475,1900149,5711
5,1,2,1,2,29,2,475,1900149,5711
5,1,3,1,1,6,2,475,1900149,5711
5,1,4,1,2,11,2,475,1900149,5711
5,2,1,1,1,52,2,475,1900149,5711
5,2,2,1,2,49,2,475,1900149,5711
5,2,3,1,1,17,2,475,1900149,5711
1,1,1,1,2,53,2,476,1900156,5674
1,1,2,1,2,28,2,476,1900156,5674
1,1,3,1,1,30,2,476,1900156,5674
1,1,4,1,1,8,2,476,1900156,5674
1,1,5,1,2,3,2,476,1900156,5674
2,1,1,1,2,42,2,476,1900156,5674
2,1,2,1,2,23,2,476,1900156,5674
