"VIV_SEL","TLOC","EST_DIS","UPM_DIS","P1_1","P1_2","UPM","FACTOR"
2,1,3,461,3,1,1800712,5829
3,1,3,461,5,1,1800712,5829
4,1,3,461,5,1,1800712,5829
5,1,3,461,9,1,1800712,5829
1,1,3,462,2,1,1800718,5636
2,1,3,462,3,1,1800718,5636
3,1,3,462,6,1,1800718,5636
4,1,3,462,4,1,1800718,5636
5,1,3,462,5,1,1800718,5636
1,1,3,463,1,1,1800719,5561
2,1,3,463,4,1,1800719,5561
3,1,3,463,3,1,1800719,5561
4,1,3,463,2,1,1800719,5561
1,1,4,464,5,1,1800913,9863
2,1,4,464,4,1,1800913,9863
3,1,4,464,4,1,1800913,9863
5,1,4,464,4,1,1800913,9863
1,1,2,465,4,1,1800918,4683
2,1,2,465,4,1,1800918,4683
3,1,2,465,4,1,1800918,4683
5,1,2,465,4,1,1800918,4683
1,1,2,466,5,1,1800938,5592
2,1,2,466,2,1,1800938,5592
3,1,2,466,3,1,1800938,5592
5,1,2,466,1,1,1800938,5592
1,1,2,467,5,1,1800954,4731
3,1,2,467,2,1,1800954,4731
4,1,2,467,6,1,1800954,4731
5,1,2,467,8,1,1800954,4731
1,1,2,468,5,1,1801011,4621
2,1,2,468,5,1,1801011,4621
3,1,2,468,5,1,1801011,4621
4,1,2,468,5,1,1801011,4621
5,1,2,468,3,1,1801011,4621
1,2,5,469,7,1,1801034,4397
3,2,5,469,2,1,1801034,4397
4,2,5,469,4,1,1801034,4397
5,2,5,469,2,1,1801034,4397
6,2,5,469,4,1,1801034,4397
7,2,5,469,1,1,1801034,4397
9,2,5,469,7,1,1801034,4397
10,2,5,469,4,1,1801034,4397
11,2,5,469,2,1,1801034,4397
12,2,5,469,4,1,1801034,4397
13,2,5,469,5,1,1801034,4397
14,2,5,469,3,1,1801034,4397
15,2,5,469,3,1,1801034,4397
17,2,5,469,4,1,1801034,4397
18,2,5,469,1,1,1801034,4397
19,2,5,469,3,1,1801034,4397
20,2,5,469,5,1,1801034,4397
1,2,6,470,3,1,1801039,9790
2,2,6,470,5,1,1801039,9790
3,2,6,470,6,1,1801039,9790
4,2,6,470,2,1,1801039,9790
5,2,6,470,5,1,1801039,9790
6,2,6,470,3,1,1801039,9790
7,2,6,470,5,1,1801039,9790
8,2,6,470,2,1,1801039,9790
9,2,6,470,4,1,1801039,9790
10,2,6,470,5,1,1801039,9790
11,2,6,470,7,1,1801039,9790
12,2,6,470,1,1,1801039,9790
13,2,6,470,7,1,1801039,9790
16,2,6,470,6,1,1801039,9790
17,2,6,470,3,1,1801039,9790
18,2,6,470,7,1,1801039,9790
19,2,6,470,3,1,1801039,9790
20,2,6,470,5,1,1801039,9790
1,2,5,471,3,1,1801288,4026
3,2,5,471,4,1,1801288,4026
6,2,5,471,4,1,1801288,4026
7,2,5,471,2,1,1801288,4026
8,2,5,471,4,1,1801288,4026
9,2,5,471,4,1,1801288,4026
10,2,5,471,3,1,1801288,4026
11,2,5,471,6,1,1801288,4026
12,2,5,471,2,1,1801288,4026
13,2,5,471,3,1,1801288,4026
14,2,5,471,2,1,1801288,4026
15,2,5,471,5,1,1801288,4026
16,2,5,471,1,1,1801288,4026
18,2,5,471,2,1,1801288,4026
20,2,5,471,5,1,1801288,4026
1,3,9,472,7,1,1801421,3870
2,3,9,472,4,1,1801421,3870
3,3,9,472,3,1,1801421,3870
4,3,9,472,2,1,1801421,3870
5,3,9,472,3,1,1801421,3870
6,3,9,472,5,1,1801421,3870
7,3,9,472,5,1,1801421,3870
8,3,9,472,1,1,1801421,3870
9,3,9,472,4,1,1801421,3870
10,3,9,472,5,1,1801421,3870
11,3,9,472,2,1,1801421,3870
12,3,9,472,3,1,1801421,3870
13,3,9,472,4,1,1801421,3870
14,3,9,472,2,1,1801421,3870
15,3,9,472,3,1,1801421,3870
16,3,9,472,6,1,1801421,3870
17,3,9,472,2,1,1801421,3870
18,3,9,472,1,1,1801421,3870
19,3,9,472,2,1,1801421,3870
20,3,9,472,5,1,1801421,3870
1,4,12,473,3,1,1860119,4022
2,4,12,473,4,1,1860119,4022
4,4,12,473,3,1,1860119,4022
5,4,12,473,3,1,1860119,4022
6,4,12,473,5,1,1860119,4022
7,4,12,473,4,1,1860119,4022
8,4,12,473,2,1,1860119,4022
9,4,12,473,4,1,1860119,4022
11,4,12,473,4,1,1860119,4022
12,4,12,473,4,1,1860119,4022
13,4,12,473,3,1,1860119,4022
14,4,12,473,4,1,1860119,4022
15,4,12,473,2,1,1860119,4022
16,4,12,473,2,1,1860119,4022
17,4,12,473,4,1,1860119,4022
19,4,12,473,3,1,1860119,4022
1,4,11,474,2,1,1860400,4043
2,4,11,474,8,1,1860400,4043
3,4,11,474,7,1,1860400,4043
4,4,11,474,4,1,1860400,4043
5,4,11,474,4,1,1860400,4043
6,4,11,474,4,1,1860400,4043
7,4,11,474,3,1,1860400,4043
8,4,11,474,4,1,1860400,4043
9,4,11,474,6,1,1860400,4043
10,4,11,474,2,1,1860400,4043
11,4,11,474,2,1,1860400,4043
12,4,11,474,3,1,1860400,4043
13,4,11,474,4,1,1860400,4043
14,4,11,474,2,1,1860400,4043
15,4,11,474,4,1,1860400,4043
16,4,11,474,4,1,1860400,4043
17,4,11,474,4,1,1860400,4043
18,4,11,474,3,1,1860400,4043
19,4,11,474,3,1,1860400,4043
20,4,11,474,3,1,1860400,4043
1,1,2,475,3,1,1900149,5711
2,1,2,475,6,1,1900149,5711
3,1,2,475,5,1,1900149,5711
4,1,2,475,3,1,1900149,5711
5,1,2,475,7,2,1900149,5711
1,1,2,476,5,1,1900156,5674
2,1,2,476,9,2,1900156,5674
3,1,2,476,5,1,1900156,5674
4,1,2,476,4,1,1900156,5674
5,1,2,476,5,1,1900156,5674
1,1,3,477,1,1,1900280,5117
2,1,3,477,3,1,1900280,5117
3,1,3,477,4,1,1900280,5117
4,1,3,477,3,1,1900280,5117
5,1,3,477,5,1,1900280,5117
1,1,2,478,7,1,1900333,6487
2,1,2,478,4,1,1900333,6487
3,1,2,478,7,1,1900333,6487
4,1,2,478,3,1,1900333,6487
5,1,2,478,4,1,1900333,6487
1,1,3,479,1,1,1900549,5414
2,1,3,479,3,1,1900549,5414
3,1,3,479,3,1,1900549,5414
4,1,3,479,7,2,1900549,5414
5,1,3,479,3,1,1900549,5414
1,1,4,480,3,1,1901027,5751
2,1,4,480,4,1,1901027,5751
3,1,4,480,5,1,1901027,5751
5,1,4,480,2,1,1901027,5751
2,1,4,481,3,1,1901032,5089
3,1,4,481,3,1,1901032,5089
4,1,4,481,4,1,1901032,5089
5,1,4,481,5,1,1901032,5089
2,1,3,482,5,1,1901375,5873
3,1,3,482,11,1,1901375,5873
1,1,2,483,4,1,1902184,5706
2,1,2,483,5,1,1902184,5706
3,1,2,483,4,1,1902184,5706
4,1,2,483,1,1,1902184,5706
5,1,2,483,6,1,1902184,5706
2,1,4,484,3,1,1902279,5727
3,1,4,484,6,1,1902279,5727
4,1,4,484,9,1,1902279,5727
5,1,4,484,4,1,1902279,5727
2,1,2,485,3,1,1902517,6923
3,1,2,485,3,1,1902517,6923
4,1,2,485,5,1,1902517,6923
5,1,2,485,2,1,1902517,6923
1,1,3,486,2,1,1902630,4844
2,1,3,486,5,1,1902630,4844
3,1,3,486,3,1,1902630,4844
4,1,3,486,5,1,1902630,4844
1,1,4,487,4,1,1903249,5553
3,1,4,487,4,1,1903249,5553
4,1,4,487,5,1,1903249,5553
5,1,4,487,2,1,1903249,5553
1,1,3,488,3,1,1903320,5455
3,1,3,488,4,1,1903320,5455
4,1,3,488,2,1,1903320,5455
5,1,3,488,2,1,1903320,5455
1,1,3,489,4,1,1903556,5831
2,1,3,489,4,1,1903556,5831
3,1,3,489,5,1,1903556,5831
4,1,3,489,6,2,1903556,5831
5,1,3,489,2,1,1903556,5831
1,1,3,490,4,1,1903608,4838
3,1,3,490,4,1,1903608,4838
4,1,3,490,4,1,1903608,4838
5,1,3,490,2,1,1903608,4838
1,1,3,491,4,1,1903844,5167
2,1,3,491,4,1,1903844,5167
3,1,3,491,3,1,1903844,5167
4,1,3,491,3,1,1903844,5167
1,1,4,492,3,1,1904102,6562
2,1,4,492,3,1,1904102,6562
3,1,4,492,4,1,1904102,6562
4,1,4,492,3,1,1904102,6562
5,1,4,492,4,1,1904102,6562
1,1,4,493,5,1,1904174,6212
2,1,4,493,4,1,1904174,6212
3,1,4,493,7,1,1904174,6212
4,1,4,493,5,1,1904174,6212
5,1,4,493,4,1,1904174,6212
1,1,2,494,3,1,1904318,5269
2,1,2,494,5,1,1904318,5269
3,1,2,494,4,1,1904318,5269
4,1,2,494,4,2,1904318,5269
5,1,2,494,3,1,1904318,5269
1,1,3,495,8,1,1905009,5296
2,1,3,495,2,1,1905009,5296
3,1,3,495,5,1,1905009,5296
4,1,3,495,3,1,1905009,5296
5,1,3,495,3,1,1905009,5296
3,1,3,496,2,1,1905304,5598
5,1,3,496,3,1,1905304,5598
1,1,3,497,2,1,1905392,5709
2,1,3,497,8,1,1905392,5709
3,1,3,497,2,1,1905392,5709
5,1,3,497,1,1,1905392,5709
1,1,4,498,4,1,1906431,5272
2,1,4,498,5,1,1906431,5272
3,1,4,498,3,1,1906431,5272
4,1,4,498,4,1,1906431,5272
5,1,4,498,4,1,1906431,5272
1,1,2,499,5,1,1907306,4982
2,1,2,499,6,1,1907306,4982
3,1,2,499,4,1,1907306,4982
4,1,2,499,8,1,1907306,4982
5,1,2,499,9,1,1907306,4982
1,1,4,500,5,1,1907693,6885
3,1,4,500,5,1,1907693,6885
4,1,4,500,8,1,1907693,6885
1,1,4,501,3,1,1908164,6254
2,1,4,501,4,1,1908164,6254
1,1,3,502,3,1,1908323,5831
2,1,3,502,2,1,1908323,5831
3,1,3,502,4,1,1908323,5831
4,1,3,502,2,1,1908323,5831
5,1,3,502,4,1,1908323,5831
1,1,3,503,6,1,1908877,5776
2,1,3,503,4,1,1908877,5776
3,1,3,503,4,1,1908877,5776
4,1,3,503,4,1,1908877,5776
5,1,3,503,8,1,1908877,5776
1,1,4,504,4,1,1909056,6385
2,1,4,504,2,1,1909056,6385
3,1,4,504,5,1,1909056,6385
4,1,4,504,4,1,1909056,6385
5,1,4,504,5,1,1909056,6385
1,1,3,505,4,1,1909255,5536
2,1,3,505,6,1,1909255,5536
3,1,3,505,4,1,1909255,5536
4,1,3,505,4,1,1909255,5536
5,1,3,505,2,1,1909255,5536
1,1,2,506,1,1,1909281,4565
2,1,2,506,1,1,1909281,4565
3,1,2,506,4,1,1909281,4565
5,1,2,506,3,1,1909281,4565
1,1,3,507,3,1,1909381,5834
2,1,3,507,4,1,1909381,5834
3,1,3,507,4,1,1909381,5834
4,1,3,507,4,1,1909381,5834
5,1,3,507,2,1,1909381,5834
1,1,2,508,4,1,1909551,5926
2,1,2,508,1,1,1909551,5926
3,1,2,508,7,2,1909551,5926
5,1,2,508,5,1,1909551,5926
1,1,2,509,11,2,1909629,6124
3,1,2,509,2,1,1909629,6124
4,1,2,509,6,1,1909629,6124
5,1,2,509,3,1,1909629,6124
1,1,4,510,3,1,1909720,6484
2,1,4,510,3,1,1909720,6484
3,1,4,510,3,1,1909720,6484
4,1,4,510,5,1,1909720,6484
5,1,4,510,6,1,1909720,6484
1,2,5,511,5,1,1910079,3950
2,2,5,511,8,1,1910079,3950
3,2,5,511,1,1,1910079,3950
4,2,5,511,1,1,1910079,3950
6,2,5,511,3,1,1910079,3950
7,2,5,511,5,1,1910079,3950
8,2,5,511,4,1,1910079,3950
9,2,5,511,8,1,1910079,3950
11,2,5,511,3,1,1910079,3950
12,2,5,511,5,1,1910079,3950
13,2,5,511,4,1,1910079,3950
14,2,5,511,5,1,1910079,3950
15,2,5,511,4,1,1910079,3950
17,2,5,511,6,1,1910079,3950
18,2,5,511,3,1,1910079,3950
19,2,5,511,2,1,1910079,3950
1,3,9,512,4,1,1911346,2772
2,3,9,512,3,1,1911346,2772
3,3,9,512,6,1,1911346,2772
4,3,9,512,3,1,1911346,2772
5,3,9,512,5,1,1911346,2772
6,3,9,512,2,1,1911346,2772
7,3,9,512,5,1,1911346,2772
8,3,9,512,3,1,1911346,2772
9,3,9,512,5,1,1911346,2772
10,3,9,512,6,1,1911346,2772
11,3,9,512,5,1,1911346,2772
12,3,9,512,4,1,1911346,2772
13,3,9,512,2,1,1911346,2772
14,3,9,512,5,1,1911346,2772
15,3,9,512,3,1,1911346,2772
17,3,9,512,5,1,1911346,2772
18,3,9,512,4,1,1911346,2772
19,3,9,512,5,1,1911346,2772
20,3,9,512,1,1,1911346,2772
1,4,12,513,3,1,1960036,4687
2,4,12,513,2,1,1960036,4687
3,4,12,513,3,1,1960036,4687
5,4,12,513,4,1,1960036,4687
6,4,12,513,3,1,1960036,4687
7,4,12,513,4,1,1960036,4687
8,4,12,513,2,1,1960036,4687
10,4,12,513,5,1,1960036,4687
11,4,12,513,1,1,1960036,4687
12,4,12,513,2,1,1960036,4687
13,4,12,513,3,1,1960036,4687
14,4,12,513,4,1,1960036,4687
15,4,12,513,3,1,1960036,4687
16,4,12,513,2,1,1960036,4687
17,4,12,513,4,1,1960036,4687
18,4,12,513,4,1,1960036,4687
19,4,12,513,2,1,1960036,4687
20,4,12,513,2,1,1960036,4687
1,4,11,514,2,1,1960419,2384
2,4,11,514,5,1,1960419,2384
3,4,11,514,6,1,1960419,2384
5,4,11,514,3,1,1960419,2384
6,4,11,514,1,1,1960419,2384
7,4,11,514,5,1,1960419,2384
8,4,11,514,5,1,1960419,2384
10,4,11,514,7,1,1960419,2384
11,4,11,514,3,1,1960419,2384
12,4,11,514,6,1,1960419,2384
13,4,11,514,2,1,1960419,2384
16,4,11,514,3,1,1960419,2384
19,4,11,514,5,1,1960419,2384
20,4,11,514,2,1,1960419,2384
1,1,2,515,2,1,2000128,4887
2,1,2,515,4,1,2000128,4887
3,1,2,515,2,1,2000128,4887
4,1,2,515,5,1,2000128,4887
5,1,2,515,4,1,2000128,4887
1,1,2,516,6,1,2000180,5814
2,1,2,516,4,1,2000180,5814
3,1,2,516,5,1,2000180,5814
4,1,2,516,2,1,2000180,5814
5,1,2,516,9,2,2000180,5814
1,1,2,517,4,1,2000321,5042
2,1,2,517,6,2,2000321,5042
3,1,2,517,4,1,2000321,5042
4,1,2,517,3,1,2000321,5042
5,1,2,517,5,1,2000321,5042
1,1,3,518,4,1,2000325,8368
2,1,3,518,4,1,2000325,8368
3,1,3,518,5,1,2000325,8368
4,1,3,518,6,1,2000325,8368
5,1,3,518,3,1,2000325,8368
1,2,5,519,2,1,2001009,3187
2,2,5,519,3,1,2001009,3187
4,2,5,519,1,1,2001009,3187
5,2,5,519,4,2,2001009,3187
7,2,5,519,5,1,2001009,3187
8,2,5,519,3,1,2001009,3187
9,2,5,519,3,1,2001009,3187
10,2,5,519,6,1,2001009,3187
12,2,5,519,4,1,2001009,3187
13,2,5,519,6,1,2001009,3187
14,2,5,519,6,1,2001009,3187
15,2,5,519,3,1,2001009,3187
16,2,5,519,4,1,2001009,3187
17,2,5,519,5,1,2001009,3187
19,2,5,519,8,1,2001009,3187
20,2,5,519,1,1,2001009,3187
3,3,8,520,5,1,2003176,3671
4,3,8,520,2,1,2003176,3671
6,3,8,520,4,1,2003176,3671
7,3,8,520,2,1,2003176,3671
8,3,8,520,4,1,2003176,3671
10,3,8,520,4,1,2003176,3671
11,3,8,520,2,1,2003176,3671
14,3,8,520,5,1,2003176,3671
15,3,8,520,7,1,2003176,3671
16,3,8,520,4,1,2003176,3671
17,3,8,520,4,1,2003176,3671
18,3,8,520,2,1,2003176,3671
1,3,9,521,1,1,2003177,4236
3,3,9,521,2,1,2003177,4236
4,3,9,521,6,2,2003177,4236
5,3,9,521,3,1,2003177,4236
6,3,9,521,3,1,2003177,4236
7,3,9,521,2,1,2003177,4236
8,3,9,521,1,1,2003177,4236
9,3,9,521,4,1,2003177,4236
11,3,9,521,1,1,2003177,4236
12,3,9,521,4,1,2003177,4236
13,3,9,521,6,1,2003177,4236
15,3,9,521,5,1,2003177,4236
16,3,9,521,3,1,2003177,4236
17,3,9,521,4,1,2003177,4236
18,3,9,521,5,1,2003177,4236
19,3,9,521,2,1,2003177,4236
20,3,9,521,2,1,2003177,4236
1,4,12,522,1,1,2060006,3932
2,4,12,522,4,1,2060006,3932
4,4,12,522,5,1,2060006,3932
5,4,12,522,2,1,2060006,3932
6,4,12,522,1,1,2060006,3932
8,4,12,522,3,1,2060006,3932
9,4,12,522,7,1,2060006,3932
10,4,12,522,3,1,2060006,3932
11,4,12,522,3,1,2060006,3932
12,4,12,522,6,1,2060006,3932
13,4,12,522,2,1,2060006,3932
14,4,12,522,4,1,2060006,3932
16,4,12,522,5,1,2060006,3932
17,4,12,522,7,1,2060006,3932
18,4,12,522,3,1,2060006,3932
19,4,12,522,6,1,2060006,3932
20,4,12,522,3,1,2060006,3932
1,4,11,523,3,1,2060078,4780
2,4,11,523,2,1,2060078,4780
4,4,11,523,5,1,2060078,4780
5,4,11,523,3,1,2060078,4780
6,4,11,523,7,1,2060078,4780
7,4,11,523,8,1,2060078,4780
9,4,11,523,4,1,2060078,4780
10,4,11,523,2,1,2060078,4780
11,4,11,523,5,1,2060078,4780
12,4,11,523,3,1,2060078,4780
13,4,11,523,6,1,2060078,4780
14,4,11,523,2,1,2060078,4780
15,4,11,523,5,1,2060078,4780
16,4,11,523,6,1,2060078,4780
17,4,11,523,6,1,2060078,4780
18,4,11,523,6,1,2060078,4780
19,4,11,523,2,1,2060078,4780
20,4,11,523,6,1,2060078,4780
1,4,11,524,4,1,2060478,3689
2,4,11,524,5,1,2060478,3689
5,4,11,524,3,1,2060478,3689
8,4,11,524,2,1,2060478,3689
9,4,11,524,2,1,2060478,3689
15,4,11,524,3,1,2060478,3689
16,4,11,524,6,1,2060478,3689
17,4,11,524,3,1,2060478,3689
18,4,11,524,7,1,2060478,3689
21,4,11,524,6,1,2060478,3689
1,4,11,525,5,1,2060883,4535
3,4,11,525,7,1,2060883,4535
4,4,11,525,3,1,2060883,4535
5,4,11,525,4,1,2060883,4535
6,4,11,525,6,1,2060883,4535
7,4,11,525,2,1,2060883,4535
8,4,11,525,5,1,2060883,4535
9,4,11,525,2,1,2060883,4535
10,4,11,525,5,1,2060883,4535
11,4,11,525,5,1,2060883,4535
12,4,11,525,2,1,2060883,4535
13,4,11,525,3,1,2060883,4535
14,4,11,525,9,1,2060883,4535
15,4,11,525,4,1,2060883,4535
16,4,11,525,6,1,2060883,4535
17,4,11,525,3,1,2060883,4535
18,4,11,525,5,1,2060883,4535
19,4,11,525,3,1,2060883,4535
20,4,11,525,5,1,2060883,4535
2,4,11,526,4,1,2061424,5299
3,4,11,526,5,1,2061424,5299
5,4,11,526,5,1,2061424,5299
7,4,11,526,10,1,2061424,5299
8,4,11,526,3,1,2061424,5299
9,4,11,526,4,1,2061424,5299
10,4,11,526,2,1,2061424,5299
11,4,11,526,7,1,2061424,5299
12,4,11,526,1,1,2061424,5299
13,4,11,526,2,1,2061424,5299
15,4,11,526,5,1,2061424,5299
16,4,11,526,7,1,2061424,5299
17,4,11,526,5,1,2061424,5299
18,4,11,526,4,1,2061424,5299
19,4,11,526,5,1,2061424,5299
20,4,11,526,2,1,2061424,5299
2,4,11,527,3,1,2062246,4716
3,4,11,527,6,1,2062246,4716
4,4,11,527,5,1,2062246,4716
6,4,11,527,4,1,2062246,4716
7,4,11,527,4,1,2062246,4716
9,4,11,527,2,1,2062246,4716
10,4,11,527,7,1,2062246,4716
11,4,11,527,2,1,2062246,4716
12,4,11,527,2,1,2062246,4716
13,4,11,527,7,1,2062246,4716
14,4,11,527,2,1,2062246,4716
16,4,11,527,6,1,2062246,4716
17,4,11,527,3,1,2062246,4716
18,4,11,527,6,1,2062246,4716
1,1,2,528,6,1,2100736,6332
2,1,2,528,4,1,2100736,6332
3,1,2,528,1,1,2100736,6332
4,1,2,528,4,1,2100736,6332
5,1,2,528,5,1,2100736,6332
1,1,2,529,1,1,2100900,5338
2,1,2,529,2,1,2100900,5338
4,1,2,529,2,1,2100900,5338
5,1,2,529,1,1,2100900,5338
1,1,2,530,5,1,2101068,5793
2,1,2,530,3,1,2101068,5793
3,1,2,530,3,1,2101068,5793
4,1,2,530,8,2,2101068,5793
5,1,2,530,4,1,2101068,5793
1,1,3,531,4,1,2101148,5973
2,1,3,531,4,1,2101148,5973
3,1,3,531,4,1,2101148,5973
4,1,3,531,4,1,2101148,5973
5,1,3,531,4,1,2101148,5973
1,1,4,532,5,1,2101279,8662
3,1,4,532,4,1,2101279,8662
4,1,4,532,2,1,2101279,8662
5,1,4,532,3,1,2101279,8662
1,1,2,533,14,2,2101570,5862
2,1,2,533,2,1,2101570,5862
3,1,2,533,1,1,2101570,5862
4,1,2,533,4,1,2101570,5862
5,1,2,533,3,1,2101570,5862
1,1,3,534,2,1,2101573,4064
3,1,3,534,2,1,2101573,4064
4,1,3,534,3,1,2101573,4064
5,1,3,534,2,1,2101573,4064
1,1,3,535,4,1,2101866,5419
5,1,3,535,7,1,2101866,5419
1,1,3,536,3,1,2102493,5738
2,1,3,536,3,1,2102493,5738
3,1,3,536,4,1,2102493,5738
4,1,3,536,5,1,2102493,5738
5,1,3,536,1,1,2102493,5738
1,1,2,537,5,1,2102558,6642
3,1,2,537,4,1,2102558,6642
5,1,2,537,2,1,2102558,6642
1,1,2,538,4,1,2102956,7579
2,1,2,538,4,1,2102956,7579
3,1,2,538,8,1,2102956,7579
4,1,2,538,8,1,2102956,7579
5,1,2,538,5,2,2102956,7579
1,1,3,539,5,1,2102961,3544
2,1,3,539,5,1,2102961,3544
4,1,3,539,5,1,2102961,3544
5,1,3,539,5,1,2102961,3544
1,1,3,540,1,1,2102994,5672
2,1,3,540,4,1,2102994,5672
3,1,3,540,5,1,2102994,5672
4,1,3,540,8,1,2102994,5672
1,1,2,541,4,1,2103554,5195
2,1,2,541,5,1,2103554,5195
3,1,2,541,2,1,2103554,5195
4,1,2,541,3,1,2103554,5195
1,1,2,542,5,1,2103655,4844
2,1,2,542,4,1,2103655,4844
3,1,2,542,3,1,2103655,4844
5,1,2,542,3,1,2103655,4844
1,2,5,543,6,1,2104794,4784
2,2,5,543,5,1,2104794,4784
3,2,5,543,4,1,2104794,4784
4,2,5,543,4,1,2104794,4784
6,2,5,543,2,1,2104794,4784
7,2,5,543,2,1,2104794,4784
9,2,5,543,5,1,2104794,4784
10,2,5,543,2,1,2104794,4784
11,2,5,543,7,2,2104794,4784
12,2,5,543,3,1,2104794,4784
13,2,5,543,1,1,2104794,4784
14,2,5,543,6,1,2104794,4784
16,2,5,543,10,2,2104794,4784
17,2,5,543,4,1,2104794,4784
18,2,5,543,3,1,2104794,4784
19,2,5,543,10,1,2104794,4784
20,2,5,543,3,1,2104794,4784
2,2,5,544,4,1,2105105,4741
3,2,5,544,4,1,2105105,4741
4,2,5,544,4,1,2105105,4741
5,2,5,544,6,1,2105105,4741
6,2,5,544,4,1,2105105,4741
7,2,5,544,2,1,2105105,4741
8,2,5,544,8,1,2105105,4741
9,2,5,544,14,1,2105105,4741
10,2,5,544,3,1,2105105,4741
12,2,5,544,7,1,2105105,4741
14,2,5,544,5,1,2105105,4741
15,2,5,544,6,1,2105105,4741
16,2,5,544,2,1,2105105,4741
17,2,5,544,4,1,2105105,4741
18,2,5,544,4,2,2105105,4741
20,2,5,544,2,1,2105105,4741
1,3,9,545,5,1,2106323,4448
2,3,9,545,5,1,2106323,4448
4,3,9,545,5,1,2106323,4448
5,3,9,545,6,1,2106323,4448
6,3,9,545,2,1,2106323,4448
7,3,9,545,2,1,2106323,4448
8,3,9,545,4,1,2106323,4448
9,3,9,545,7,1,2106323,4448
10,3,9,545,3,1,2106323,4448
11,3,9,545,6,1,2106323,4448
12,3,9,545,6,1,2106323,4448
13,3,9,545,4,1,2106323,4448
14,3,9,545,3,1,2106323,4448
15,3,9,545,4,1,2106323,4448
17,3,9,545,3,1,2106323,4448
18,3,9,545,2,1,2106323,4448
19,3,9,545,4,1,2106323,4448
20,3,9,545,4,1,2106323,4448
1,3,8,546,7,1,2107276,5082
2,3,8,546,6,1,2107276,5082
3,3,8,546,5,1,2107276,5082
4,3,8,546,4,1,2107276,5082
5,3,8,546,1,1,2107276,5082
6,3,8,546,4,1,2107276,5082
7,3,8,546,4,1,2107276,5082
8,3,8,546,8,2,2107276,5082
9,3,8,546,3,1,2107276,5082
10,3,8,546,2,1,2107276,5082
11,3,8,546,5,1,2107276,5082
12,3,8,546,2,1,2107276,5082
13,3,8,546,5,1,2107276,5082
14,3,8,546,6,1,2107276,5082
15,3,8,546,5,1,2107276,5082
16,3,8,546,3,1,2107276,5082
17,3,8,546,2,1,2107276,5082
18,3,8,546,9,1,2107276,5082
19,3,8,546,7,1,2107276,5082
20,3,8,546,4,1,2107276,5082
1,3,9,547,3,1,2107956,5211
2,3,9,547,2,1,2107956,5211
3,3,9,547,6,1,2107956,5211
4,3,9,547,6,1,2107956,5211
6,3,9,547,2,1,2107956,5211
7,3,9,547,7,2,2107956,5211
9,3,9,547,9,1,2107956,5211
10,3,9,547,2,1,2107956,5211
11,3,9,547,4,1,2107956,5211
12,3,9,547,3,1,2107956,5211
13,3,9,547,2,1,2107956,5211
14,3,9,547,11,2,2107956,5211
15,3,9,547,2,1,2107956,5211
16,3,9,547,4,2,2107956,5211
17,3,9,547,5,1,2107956,5211
18,3,9,547,5,1,2107956,5211
19,3,9,547,6,1,2107956,5211
20,3,9,547,4,1,2107956,5211
2,1,4,548,5,1,2108261,3474
3,1,4,548,3,1,2108261,3474
4,1,4,548,4,1,2108261,3474
5,1,4,548,3,2,2108261,3474
1,4,11,549,7,1,2161060,4261
2,4,11,549,8,1,2161060,4261
4,4,11,549,13,1,2161060,4261
5,4,11,549,8,1,2161060,4261
6,4,11,549,4,1,2161060,4261
7,4,11,549,2,1,2161060,4261
8,4,11,549,5,1,2161060,4261
9,4,11,549,5,1,2161060,4261
11,4,11,549,4,1,2161060,4261
12,4,11,549,9,1,2161060,4261
13,4,11,549,6,1,2161060,4261
14,4,11,549,7,1,2161060,4261
15,4,11,549,5,1,2161060,4261
17,4,11,549,4,1,2161060,4261
18,4,11,549,5,1,2161060,4261
19,4,11,549,10,1,2161060,4261
20,4,11,549,4,1,2161060,4261
21,4,11,549,6,1,2161060,4261
22,4,11,549,6,1,2161060,4261
1,4,11,550,3,1,2161145,5630
2,4,11,550,6,1,2161145,5630
3,4,11,550,9,1,2161145,5630
4,4,11,550,4,1,2161145,5630
5,4,11,550,6,1,2161145,5630
7,4,11,550,1,1,2161145,5630
8,4,11,550,6,1,2161145,5630
9,4,11,550,3,1,2161145,5630
11,4,11,550,5,1,2161145,5630
12,4,11,550,6,1,2161145,5630
13,4,11,550,8,1,2161145,5630
14,4,11,550,3,1,2161145,5630
16,4,11,550,4,1,2161145,5630
17,4,11,550,5,1,2161145,5630
18,4,11,550,5,1,2161145,5630
19,4,11,550,3,1,2161145,5630
20,4,11,550,3,1,2161145,5630
1,4,12,551,5,1,2161702,3730
2,4,12,551,6,1,2161702,3730
3,4,12,551,4,1,2161702,3730
4,4,12,551,3,1,2161702,3730
5,4,12,551,3,1,2161702,3730
6,4,12,551,5,1,2161702,3730
7,4,12,551,1,1,2161702,3730
8,4,12,551,3,1,2161702,3730
9,4,12,551,5,1,2161702,3730
10,4,12,551,3,1,2161702,3730
11,4,12,551,9,1,2161702,3730
12,4,12,551,10,1,2161702,3730
13,4,12,551,5,1,2161702,3730
15,4,12,551,5,1,2161702,3730
16,4,12,551,4,1,2161702,3730
17,4,12,551,4,1,2161702,3730
18,4,12,551,3,1,2161702,3730
19,4,12,551,8,1,2161702,3730
20,4,12,551,2,1,2161702,3730
1,4,11,552,7,2,2161763,4542
