"P2_8","P2_3","FAC_HOG","FOLIO","VIV_SEL","HOGAR","N_REN","P3_1_1","P3_1_2","P3_2","P3_3","P3_4","P3_5","P3_11","P4_1","P4_2_1","P4_2_2","P4_2_3","P4_2_4","P4_2_5","P4_3","P4_5","P4_6_1","P4_6_2","P4_6_3","P4_6_4","P4_6_5","P4_6_6","P4_7_1","P4_7_2","P4_7_3","P4_8_1","P4_8_2","P4_8_3","P4_8_4","P4_8_5","P4_8_6","P4_9_1","P4_9_2","P4_9_3","P4_9_4","P4_10","P5_1_1","P5_1_2","P5_1_3","P5_1_4","P5_1_5","P5_1_6","P5_4_1","P5_4_2","P5_4_3","P5_4_4","P5_4_5","P5_4_6","P5_4_7","P5_4_8","P5_4_9","P5_23","P6_1_1","P6_1_2","P6_1_3","P6_1_4","P6_1_5","P6_2_1","P6_2_2","P6_2_3","P6_2_4","P6_2_5","P6_2_6","P6_2_7","P6_2_8","P6_2_9","P6_17","P7_1_1","P7_1_2","P7_2","P7_4","P7_5","P7_7_1","P7_8_1_1","P7_8_1_2","P7_8_1_3","P7_7_2","P7_8_2_1","P7_8_2_2","P7_8_2_3","P7_7_3","P7_7_4","P8_1","P8_2","P8_3","P9_1","P9_8_1","P9_8_2","P9_8_3","P9_8_4","P9_8_5","P9_8_6","P10_1","P10_4","P10_7","P11_1_1","P11_1_2","P11_1_3","P11_1_4","P11_1_5","P11_2_1","P11_2_2","P11_2_3","P11_2_4","P11_3_1","P11_3_2","P11_3_3","P11_3_4","P11_3_9","P12_1","P13_1","P13_2","P13_3","P13_4","P14_1","P14_2_1","P14_2_2","P14_2_3","P14_2_4","TLOC","REGION","SEXO","EDAD","EST_DIS","UPM_DIS","FAC_ELE"
1,1,1052,9870,11,1,1,2,6,3,2,2,1,1,2,2,1,2,2,2,1,2,1,1,2,1,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1,3,1,2,2,2,2,3,2,2,43,168,1535,1019
1,1,1052,9871,12,1,1,6,3,6,2,2,1,1,2,2,1,2,2,2,1,2,2,1,2,2,3,2,2,2,2,1,2,3,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,1,1,2,1,1,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,1,3,3,3,1,2,2,2,2,3,2,2,30,168,1535,1019
1,1,1052,9872,13,1,1,2,5,6,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,1,3,2,1,1,1,3,2,3,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,7,7,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,3,2,2,45,168,1535,1019
2,2,1052,9873,14,1,2,7,2,5,2,2,5,2,2,2,2,2,2,2,2,2,1,1,2,3,3,3,1,1,1,3,2,1,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,1,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,3,3,3,2,2,2,2,2,3,2,2,47,168,1535,2038
3,2,1052,9874,15,1,2,3,3,5,2,1,1,2,2,2,2,2,2,2,1,2,3,1,1,3,3,3,1,1,1,1,1,3,3,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,3,1,2,2,2,2,3,2,2,71,168,1535,5095
3,1,1052,9875,16,1,1,8,5,5,2,2,1,1,2,2,2,2,2,2,1,2,1,1,1,1,3,1,1,1,2,1,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,3,2,2,2,2,2,3,2,1,67,168,1535,3278
4,6,1052,9876,18,1,3,6,2,6,2,2,1,1,2,2,1,1,2,2,1,2,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,2,1,2,1,3,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,7,7,2,1,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,1,2,2,3,2,2,19,168,1535,4076
1,1,1052,9877,19,1,1,2,3,6,2,2,5,2,2,2,2,2,2,2,1,2,1,1,3,3,3,2,1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,1,1,1,3,1,1,2,2,2,3,2,2,65,168,1535,2038
1,1,1052,9878,20,1,1,2,3,2,2,1,8,2,2,2,2,2,2,2,1,2,1,1,1,3,1,2,1,1,1,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,3,1,2,2,2,2,3,2,1,77,168,1535,1093
2,2,1099,9879,3,1,2,8,5,5,2,2,1,1,2,2,2,2,2,2,1,1,1,1,2,1,3,2,1,1,1,2,1,2,3,2,3,1,1,1,2,4,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,3,2,1,2,2,2,3,2,2,38,168,1536,2130
1,1,1099,9880,5,1,1,2,6,6,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,2,2,1,1,1,1,1,3,3,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,1,1,2,2,1,2,1,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,3,1,2,2,2,2,3,2,1,57,168,1536,1142
1,1,1099,9881,6,1,1,8,5,1,2,2,1,1,1,1,2,1,1,1,2,2,3,2,3,2,3,3,1,1,1,2,2,1,2,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,3,1,2,2,2,2,3,2,1,52,168,1536,2284
0,1,1099,9882,7,1,1,2,4,3,2,2,8,2,2,2,2,2,2,2,2,2,1,1,2,3,1,1,1,2,1,2,3,1,3,2,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,7,7,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,3,3,1,1,2,2,2,3,2,2,61,168,1536,1065
2,5,1099,9883,9,1,3,2,5,4,2,1,5,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2,1,2,3,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,1,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,3,2,1,2,2,2,3,2,2,85,168,1536,3195
3,3,1099,9884,10,1,3,8,5,6,2,2,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,2,1,3,2,1,1,3,2,2,2,2,2,5,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,7,3,2,1,2,1,2,2,1,1,2,1,1,2,1,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,3,1,1,2,2,2,3,2,2,29,168,1536,3195
0,1,1099,9885,11,1,1,0,0,4,1,1,5,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,3,3,2,2,2,2,3,2,2,90,168,1536,1065
1,6,1099,9886,12,1,3,2,6,6,2,2,5,2,2,2,2,2,2,2,2,2,1,1,1,1,3,3,1,2,2,3,1,3,3,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,3,3,2,2,2,2,3,2,2,58,168,1536,3195
2,2,1099,9887,14,1,2,8,5,5,2,2,1,1,1,1,1,1,2,2,2,2,2,1,3,2,1,2,8,1,1,1,2,1,2,3,3,2,1,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,1,1,2,2,3,2,2,1,1,2,3,2,2,46,168,1536,2130
1,2,1099,9888,15,1,2,6,3,1,1,1,5,1,2,2,2,1,2,2,2,2,1,1,2,3,1,3,1,1,1,3,1,3,2,3,3,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,2,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,3,2,2,2,2,2,3,2,2,29,168,1536,2130
2,3,1099,9889,16,1,2,8,5,6,2,2,1,1,2,2,1,1,2,2,2,2,2,1,3,2,1,2,2,1,1,1,3,2,1,1,1,2,2,2,1,3,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,3,2,2,1,2,2,3,2,1,36,168,1536,2284
0,1,1099,9890,17,1,1,0,0,4,1,1,8,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,1,2,1,1,1,3,3,2,2,2,1,1,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,3,1,1,2,2,2,3,2,2,93,168,1536,1065
2,2,1099,9891,18,1,2,8,5,5,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,1,3,1,3,3,3,2,2,2,1,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,7,3,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,2,3,1,2,1,2,2,3,2,2,46,168,1536,3195
2,1,1099,9892,19,1,1,7,3,1,2,2,1,1,2,2,1,1,2,2,2,2,3,1,1,1,1,3,1,2,1,1,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,3,2,1,2,2,2,3,2,1,52,168,1536,3426
1,2,1099,9893,20,1,2,7,2,5,1,2,5,1,1,2,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,3,2,2,2,2,2,3,2,2,26,168,1536,2130
1,2,975,9894,1,1,2,6,3,5,2,2,5,1,2,2,1,2,2,2,2,2,2,1,1,3,3,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,2,1,2,2,2,3,2,2,43,168,1537,2833
3,2,975,9895,2,1,2,8,5,5,1,1,1,1,2,2,2,2,2,1,1,1,1,1,3,2,1,2,1,1,1,3,2,3,3,1,1,2,2,2,2,3,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,3,3,3,1,1,1,1,2,3,2,2,58,168,1537,2833
1,2,975,9896,3,1,2,3,3,5,2,2,5,2,2,2,1,1,2,2,2,2,2,1,1,3,1,3,1,1,1,2,1,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,3,2,2,64,168,1537,1888
1,1,975,9897,4,1,1,3,3,2,2,2,1,1,2,2,1,1,2,2,2,2,2,1,3,2,3,2,1,2,2,1,3,3,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,3,1,2,2,2,2,3,2,2,40,168,1537,944
1,2,975,9898,6,1,2,2,6,1,2,2,5,1,2,2,1,1,2,2,2,2,2,1,2,3,3,3,1,1,2,1,1,3,1,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,3,1,3,3,1,2,2,2,3,2,2,42,168,1537,1888
0,1,975,9899,7,1,1,3,3,6,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,3,1,3,1,1,1,3,1,2,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,3,1,2,2,2,2,3,2,1,58,168,1537,2025
3,3,975,9900,8,1,3,8,3,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,1,2,3,3,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,3,3,2,2,2,2,2,3,2,1,29,168,1537,4049
2,2,975,9901,9,1,2,3,3,5,2,2,5,1,2,2,2,1,2,2,2,2,1,1,2,1,3,3,1,1,2,1,1,1,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1,3,1,1,2,2,2,3,2,2,46,168,1537,2833
2,2,975,9902,11,1,2,3,3,5,1,2,5,2,2,2,2,1,2,2,1,2,1,1,3,2,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,3,2,2,2,2,2,3,2,2,53,168,1537,2833
1,2,975,9903,12,1,2,6,3,5,2,2,5,1,2,2,1,1,2,2,1,2,2,1,2,1,3,2,1,1,1,3,2,1,2,2,2,2,2,2,1,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,7,1,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,3,2,1,2,2,2,3,2,2,42,168,1537,1888
1,3,975,9904,13,1,3,8,5,6,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,3,2,3,1,1,1,1,2,1,3,3,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,1,2,1,2,2,1,1,2,1,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,3,2,2,2,2,3,2,1,26,168,1537,3037
2,2,975,9905,14,1,2,3,3,5,2,2,5,1,2,2,2,2,2,2,1,2,2,1,3,2,2,3,1,1,1,3,3,2,3,3,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,7,7,2,1,1,1,2,2,1,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,3,2,2,43,168,1537,2833
1,1,975,9906,15,1,1,6,3,5,2,2,1,1,2,1,1,1,2,2,2,2,1,1,2,2,3,2,1,1,2,1,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,3,2,1,1,2,2,3,2,1,30,168,1537,2025
1,1,975,9907,16,1,1,0,0,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,3,2,3,1,1,2,1,1,2,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,1,1,2,2,2,3,2,1,69,168,1537,1012
2,2,975,9908,17,1,2,2,6,1,1,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,2,2,1,1,1,3,2,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,3,2,2,2,2,2,3,2,2,34,168,1537,1888
0,2,975,9909,18,1,2,0,0,1,2,1,8,2,2,1,1,1,2,2,2,2,1,1,3,2,2,2,1,1,1,2,1,2,1,1,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,1,1,2,2,2,3,2,2,85,168,1537,1888
0,1,975,9910,19,1,1,0,0,5,2,1,8,2,2,1,1,1,2,2,2,2,3,1,2,2,3,2,1,1,1,3,3,3,2,3,3,1,2,2,1,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,2,2,2,3,2,1,88,168,1537,2025
1,2,975,9911,20,1,2,6,2,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,3,1,1,1,3,2,1,1,1,1,2,1,2,1,5,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,1,2,1,2,2,1,1,2,1,1,2,1,2,2,2,1,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,3,2,2,29,168,1537,1888
1,1,1043,9912,1,1,1,0,0,5,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,3,2,1,2,1,2,4,2,1,68,170,1538,2168
2,1,1043,9913,2,1,1,3,3,5,1,1,1,1,2,2,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,3,2,1,1,1,1,2,1,2,2,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,7,3,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,3,2,1,2,1,2,4,2,1,66,170,1538,3251
1,1,1043,9914,3,1,1,8,5,6,2,2,6,1,2,2,1,1,2,2,2,2,1,1,3,1,1,2,1,2,1,1,2,1,1,2,2,1,1,2,2,5,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,2,1,2,1,2,2,1,1,2,1,2,1,2,2,2,1,1,1,1,2,2,2,2,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,3,2,1,2,2,2,4,2,2,60,170,1538,4043
1,2,1043,9915,4,1,2,8,5,5,2,2,6,1,2,2,1,2,2,2,1,2,1,1,3,1,3,1,1,1,1,3,1,1,1,1,1,1,2,2,2,4,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,7,1,2,2,1,2,2,1,1,1,2,1,1,2,2,2,1,2,1,1,2,1,1,2,1,1,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,3,2,3,2,1,1,2,2,4,2,1,63,170,1538,2168
3,2,1043,9916,5,1,2,6,3,5,2,2,5,1,2,2,1,1,2,2,2,2,1,1,3,1,1,2,1,1,1,1,2,1,3,2,2,2,2,1,2,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,4,2,2,32,170,1538,5054
1,1,1043,9917,6,1,1,6,3,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,2,1,1,3,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,2,2,4,2,1,63,170,1538,1084
3,1,1043,9918,7,1,1,2,6,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,3,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,3,2,2,2,2,1,4,2,1,61,170,1538,3251
